var	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188
55	-0.033009225	-0.018998956	-0.108565642	-0.132213546	-0.155962467	-0.069715292	-0.505046405	-0.087207445	0.034518354	-0.067177178	0.105186221	0.099921498	0.162773806	-0.006724654	0.173230334	0.010822308	-0.250494685	-0.079399308	0.153624204	0.055491426	0.208743984	0.338842769	0.051959501	0.176005821	-0.02579807	-0.042014571	-0.054864762	0.144625433	0.107790616	0.065085974	0.131463649	0.010326239	-0.088936493	0.018782548	0.101313044	0.235351519	0.102223291	0.116947262	0.096588236	0.298950623	0.116176222	0.113857216	0.143668232	-0.028276849	0.004577871	-0.039504575	0.147004527	0.111921547	0.118408265	0.028789687	0.037327395	0.047925218	-0.150968627	0.188936029	0.673277748	0.035431171	0.007502651	-0.352300836	0.214408596	0.456887387	0.153896179	0.120518027	-0.055655054	0.183033591	-0.139804089	-0.298336599	-0.063834243	-0.166732494	-0.048348005	-0.090172842	-0.033777549	0.202169766	0.214564817	-0.134980303	0.012185383	-0.128055193	0.187996113	0.255265972	-0.196828988	-0.163684772	-0.033918088	-0.059421641	0.186589296	0.057241842	0.272768807	-0.15647919	-0.283847048	-0.148249257	-0.246556689	0.007163233	-0.128379127	-0.057492719	-0.381465823	-0.092697273	0.096231484	-0.064177848	-0.281996564	-0.141356646	-0.227085243	-0.193786219	-0.188934929	-0.158679012	-0.181363171	-0.068167659	0.015350041	-0.018104529	0.089049934	0.058541511	0.180574611	-0.107216164	0.272251071	0.042668009	-0.209966855	0.045927932	0.069213046	-0.222664095	-0.054602859	0.043465002	-0.238190455	-0.079024584	-0.400120758	-0.232483255	-0.044286829	-0.444784589	0.11075027	0.133181878	0.112176293	0.071646921	-0.178664744	-0.064188908	0.245023345	-0.065589545	0.040856527	-0.089263514	0.133760178	-0.132257212	-0.149630479	-0.093495757	-0.094856104	-0.088242411	-0.014434172	-0.101396924	-0.133613308	0.070478109	0.025295049	-0.013480819	-0.103194514	-0.128551826	-0.041612281	0.119362569	0.194740601	0.275002447	0.142085846	0.00653373	0.04865639	0.124410428	0.087932154	-0.022349737	0.103569785	-0.011296901	0.047301173	0.00663751	-0.18388474	0.259925815	0.199555154	0.123092067	0.141086418	0.086143161	0.13440359	0.224595091	0.137939449	-0.081709537	0.21082083	-0.086787953	0.163168658	0.070269704	0.137764221	-0.437132672	0.024148511	-0.293256894	-0.169745756	-0.167137351	-0.035481503	-0.066253796	-0.095072078	0.00421236	-0.125549494	0.001159544
56	0.002166173	0.052103475	0.162528471	0.096851466	0.112971467	0.073330928	0.038465456	0.022915339	0.116240764	0.110545249	-0.049776027	-0.115261106	-0.122133801	-0.154187058	-0.271658335	-0.124754266	-0.05444654	-0.343974252	-0.228328776	-0.147989028	-0.237423701	-0.140667751	-0.087066036	-0.093115101	-0.032499635	0.036838145	-0.095620204	0.060429546	-0.008607522	-0.035231919	-0.119148055	0.034081712	0.14638025	0.039177369	-0.029592834	-0.138844476	0.017339359	-0.060623613	0.041687019	-0.142163031	-0.039574249	-0.043878836	-0.026420548	-0.053392193	-0.024695485	-0.0446027	-0.182929554	-0.054323231	-0.121544975	-0.114605234	-0.289079545	-0.093514239	-0.1034811	0.233108879	0.035431171	0.68227899	0.264792448	0.430883955	0.133471562	0.081604991	0.096854049	0.195548019	0.291064043	0.088325983	0.37399606	0.25905029	0.120297993	0.004812761	0.182579141	0.205829248	0.128868939	0.06651743	-0.030776424	0.189342549	0.09838238	0.290010261	0.011676352	-0.111605375	0.08617915	0.046294399	-0.024948272	0.001820339	0.042888781	-0.013751209	-0.052061376	0.021149192	0.070064461	0.041821852	0.097495688	-0.175385452	0.013085302	-0.091697212	0.131858752	-0.022180093	-0.114572273	-0.20613987	0.080094904	0.057683353	0.019036536	-0.034804462	0.022349028	-0.061084599	-0.033223389	-0.0183815	0.069580705	-0.097090349	-0.052604104	-0.05163618	-0.13646841	-0.004377335	-0.216512263	-0.026526852	0.080739549	-0.068272162	-0.054307818	-0.051515224	0.006530618	0.006311468	-0.005114402	0.019693676	0.013889535	0.061603114	-0.05554026	0.363173169	0.004808727	0.055141462	-0.066903671	-0.119608576	-0.051581965	0.076160028	-0.186588397	0.047516957	0.00299629	0.025085555	-0.096652466	0.032466385	0.085753463	0.022635429	0.01757019	0.090867693	0.044506391	0.059079825	0.094832479	-0.114933549	-0.025202689	-0.00720346	0.058090206	0.033341843	-0.020168446	-0.067408756	-0.084460445	-0.114997462	-0.093710652	-0.08478017	-0.117036733	-0.057738853	-0.042904132	-0.05044663	-0.010672367	-0.00351553	-0.01696299	-0.152317191	-0.190967613	-0.122748152	-0.132448561	-0.050825288	-0.104712333	0.005867534	-0.118953545	-0.100787162	-0.067475309	0.037783396	-0.036402255	0.001634021	-0.030699939	-0.074974903	-0.071292003	0.093651107	4.53E-05	0.056634619	0.134985529	0.169506727	-0.025756299	0.178080368	0.074621572	0.02547041	-0.005083935	0.043397624
57	-0.00330575	0.002932248	0.003924732	0.104741674	0.153378677	0.011501204	0.164427334	0.099568331	-0.008515856	-0.107662607	-0.067834908	-0.083129236	-0.042151483	-0.150142482	-0.092921454	-0.054492896	-0.1160597	-0.180653409	-0.1156112	-0.009193985	-0.094042851	-0.092467252	-0.111186031	-0.035839171	-0.037812026	0.052429076	-0.073192166	-0.071569013	-0.020123229	-0.055880004	-0.06985657	0.014389312	0.069046145	-0.03856017	-0.117884151	-0.101815751	-0.068651746	-0.061284042	-0.010592316	-0.138941247	-0.037041452	-0.025045783	-0.104409485	-0.046586628	-0.097405893	0.022710102	-0.110827685	-0.139510325	-0.084000743	-0.042065353	-0.109350537	-0.121699153	-0.096312331	0.282182832	0.007502651	0.264792448	0.486228866	0.398334609	0.22631665	0.063329618	0.050365792	0.204182483	0.298071498	0.17773288	0.228838362	0.258554665	0.127269032	-0.027997132	0.213284147	0.151491578	0.087244446	0.00702773	-0.087843936	0.181705111	0.020751654	0.207215663	-0.009695929	-0.067605438	0.22101309	0.079377484	-0.02721256	-0.095713789	-0.100665183	0.019299816	-0.060977314	-0.086785983	0.053963391	-0.064634938	0.012481286	-0.122421642	-0.028105269	-0.059116681	0.052630059	-0.158707891	-0.145664223	-0.092234599	0.095009197	0.03013769	0.131852299	-0.06717315	0.045162237	0.010031232	-0.02943434	-0.028185947	0.063801851	-0.024672718	-0.092748076	-0.063287972	-0.075982051	0.055411487	-0.104158808	-0.04611899	0.054019643	-0.005504701	-0.018383278	-0.00616688	-0.09020449	0.012236913	-0.097648976	-0.048576463	-0.070959278	0.075366463	-0.069082707	0.328970623	-0.035355769	-0.014910578	-0.004149846	-0.055800952	0.219808798	0.122005682	-0.043682844	0.014313587	-0.006602148	-0.083541633	0.015945113	-0.002763766	0.124626504	0.014698535	-0.00466647	0.039619405	0.140578228	0.24758203	0.177918599	-0.078060669	0.019864796	0.163298273	0.043703813	0.123054983	0.010691375	-0.004092087	-0.068020679	-0.165760974	-0.050233665	-0.051957383	-0.06962573	-0.080243429	-0.123296829	0.061659088	-0.099888434	-0.081532122	-0.021583073	-0.00893848	-0.170396089	-0.076323985	-0.114418627	-0.081860366	-0.07384115	-0.039108521	-0.028103609	-0.035424994	-0.037276233	0.070787727	-0.044795896	0.070068619	-0.045469113	-0.067391897	-0.024037521	-0.074763093	-0.028261025	-0.049968934	0.048511207	-0.015438267	-0.043056782	-0.004951399	0.012997314	-0.056000378	0.027356823	-0.066431864
58	-0.174810617	-0.228392366	-0.007654713	-0.193124607	-0.007650392	-0.175073843	1.274660528	0.104887266	-0.172547623	0.043849088	-0.322653768	-0.187770947	-0.307888772	0.062826357	-0.205969913	-0.123834136	0.520270385	0.067740398	-0.319242337	-0.092114468	-0.422915832	-0.498935586	-0.105256513	-0.523608192	-0.056824442	-0.080535433	0.226502631	-0.315477381	-0.248705146	-0.062301216	-0.238589096	-0.050677331	-0.094695753	-0.185073824	-0.240468267	-0.618332763	-0.325634883	-0.339439932	-0.367781315	-0.621736423	-0.374204834	-0.171612497	-0.407857239	0.142601385	-0.087483597	-0.112386528	-0.214776672	-0.17816462	-0.235414497	-0.013658561	0.326659257	-0.255026027	0.410433278	0.034487654	-0.352300836	0.430883955	0.398334609	2.137970456	-0.030394102	-0.378346012	0.225356611	0.238711644	0.79847698	0.115569751	0.368047086	0.896554481	-0.065661787	0.309392346	0.568951617	0.265904401	0.311553157	-0.359750281	-0.202492165	0.518102348	0.130062803	0.627822774	-0.112082441	-0.17248074	0.973694407	0.662275286	0.293107647	0.446427653	-0.089788321	0.14423096	-0.265091679	-0.054239248	0.333088219	-0.070090995	0.299244888	-0.170558288	0.077018771	0.011785482	0.783553794	-0.146342894	-0.626683997	-0.061698349	0.268277462	-0.446488973	-0.098738565	0.23521393	-0.216754793	0.150184785	0.187743536	0.093220657	-0.053185318	0.312172358	-0.157275281	-0.222843454	-0.456274247	0.229246432	-0.590226405	-0.145485643	0.191533514	-0.231907926	-0.266508296	0.477027168	0.132736601	-0.253045692	0.387091623	0.11563123	0.841645925	0.503216851	0.124146826	1.136271636	-0.228987579	-0.107554209	-0.0970817	-0.108089335	0.476107002	-0.081550115	-0.608902336	-0.048140116	-0.301711515	-0.074576871	-0.363389488	0.220372697	0.192471186	0.125939289	0.103429057	-0.052717324	-0.139827431	0.09024574	0.113399378	-0.294297359	-0.355092361	-0.135555026	0.349520469	0.237667924	-0.015881684	-0.426657754	-0.263485732	-0.458207665	-0.138272406	-0.043396521	-0.014495136	-0.279116947	-0.12718893	-0.087655139	-0.194939784	-0.035297853	-0.228612355	-0.168133759	0.31300083	-0.482165837	-0.552153412	-0.368242544	-0.303296192	-0.299018864	-0.171948137	-0.546636016	-0.158826421	0.354009372	-0.404601433	0.354435892	-0.268265721	-0.083331414	-0.088559355	0.817040935	-0.206378047	0.548241808	0.304229629	0.385851185	-0.119012592	-0.104459417	-0.086675098	-0.035237393	0.09122764	-0.022928872
59	0.00044526	0.017903067	-0.068978702	0.010714939	0.053424573	-0.014021519	-0.293641956	0.039454083	0.03598165	-0.153814609	0.046197981	0.064400221	0.146620503	-0.109796103	-0.025494523	0.036463906	-0.179412173	-0.042646541	0.003234339	0.12027656	0.090585165	0.040306312	-0.02909213	0.068200196	-0.04099704	0.024532604	-0.087211091	-0.007165419	0.037766846	-0.034699012	0.054830502	0.014671933	-0.021878241	-0.082309427	-0.030787284	0.037858713	0.019157643	0.019752267	0.041754754	0.033013891	0.074707454	0.071002266	0.023064229	-0.015353336	-0.048086021	0.071705878	-0.001545168	-0.042431806	0.064485762	0.053152725	-0.039234181	-0.000129824	-0.165069369	0.299941351	0.214408596	0.133471562	0.22631665	-0.030394102	0.465103155	0.254063718	0.109820344	0.180984214	0.081641426	0.258277351	0.040576562	-0.091313217	0.109011397	-0.114371639	0.093854982	0.072134435	0.030937072	0.176402332	0.011427514	0.018303359	0.03061775	0.021053024	0.087110605	0.041220197	-0.000673745	-0.047634148	-0.047518016	-0.115234046	0.033744281	0.027211315	0.113977268	-0.121479245	-0.1066492	-0.091210825	-0.107867151	-0.114599462	-0.105128161	-0.046950535	-0.225222269	-0.135676008	-0.054961908	-0.067817099	-0.095267098	-0.039348593	0.012665612	-0.121402886	-0.044818868	-0.082145191	-0.109724862	-0.09883271	0.043313984	-0.097258768	-0.007738151	0.018970443	0.051761466	-0.079114522	0.032826223	0.003707376	-0.08583391	0.04496968	0.04134209	-0.116300402	-0.089968782	0.087633734	-0.211743245	-0.096184622	-0.374181207	-0.13182348	-0.020537551	-0.169368924	0.023574211	0.011790038	0.037620329	0.01240277	0.063848515	0.069547276	0.110567177	-0.01721649	0.029465979	-0.126421777	0.110362845	-0.11207033	-0.031892286	-0.0283761	-0.052119626	-0.024253554	0.122139271	0.123242319	0.080180188	-0.073582927	0.046121768	0.124241285	-0.054432082	0.011693423	-0.003419809	0.112580514	0.097313229	0.023399078	0.08863211	-0.017642915	0.002360034	0.016047674	-0.032770075	0.135652717	0.017030678	-0.023104043	0.091574967	0.108311193	-0.201584108	0.099395355	0.09246306	0.053455193	0.077771615	0.037356921	0.048200961	0.059564789	0.025796337	-0.084211596	0.056099542	-0.046888037	0.024072723	-0.017421169	0.05355436	-0.37155038	0.013044934	-0.249880416	-0.086474785	-0.185005423	-0.000102944	-0.080726249	-0.000378396	-0.010697605	0.017815498	-0.050444926
60	-0.012111566	0.016381339	-0.109763963	-0.04121384	-0.026124498	-0.006374468	-0.53871328	-0.055577471	0.054462998	-0.079940548	0.14956746	0.061691361	0.161838382	-0.043991787	0.137406283	-0.018846846	-0.304017234	-0.135734181	0.159968829	-0.021018232	0.148432998	0.317928297	0.05134306	0.225024875	-0.0612283	-0.05661275	-0.151235463	0.094711408	0.090927665	0.005589329	0.068617307	-0.015968031	0.004248543	0.039945955	0.11826277	0.299687309	0.133571463	0.177323353	0.113602184	0.259680728	0.12802304	0.092570017	0.178937447	-0.111888909	-0.044307944	-0.037766409	0.083895147	0.005907229	0.057398667	0.018469166	-0.075689499	0.02987811	-0.297648763	0.226948133	0.456887387	0.081604991	0.063329618	-0.378346012	0.254063718	0.785650761	0.178866626	0.118404149	-0.009615236	0.192044448	-0.024333266	-0.250353233	0.042312126	-0.113738809	0.06222921	-0.051561565	-0.020949608	0.242116686	0.214264662	-0.102945561	0.091568884	-0.156021366	0.15813843	0.268291058	-0.204572158	-0.1850513	-0.088337872	-0.145614295	0.161147235	0.036455237	0.261700899	-0.08244519	-0.231487249	-0.080880233	-0.200007442	0.033451814	-0.085990758	-0.044317734	-0.354441637	-0.055685816	0.140815475	-0.010083772	-0.258423745	-0.040667658	-0.146246768	-0.142812534	-0.147880008	-0.165428914	-0.206673658	-0.064308903	0.034078429	-0.090957183	0.061964643	0.027501589	0.157581091	-0.151588401	0.250848943	-0.005862259	-0.378372865	0.052496222	0.087942348	-0.295543246	-0.089555365	0.081095267	-0.265689033	-0.107894157	-0.452559619	-0.26228535	-0.041487067	-0.478225732	0.129943431	0.164726991	0.086168048	-0.005662705	-0.134984656	-0.007064955	0.264544546	-0.049384531	0.039559126	-0.124093556	0.191607085	-0.13276217	-0.119075287	-0.081835549	-0.084884357	-0.084008176	-0.007274672	-0.056860371	-0.073245708	0.08221984	0.073526978	-0.016733214	-0.086990896	-0.122807647	-0.04144781	0.108883209	0.130492944	0.215846759	0.082404885	0.018968164	-0.008631557	0.083371553	0.043305481	-0.042509576	0.051750322	-0.045156498	0.049494706	0.018593843	-0.224335486	0.287723369	0.140271578	0.098525847	0.11224867	0.056492207	0.206771088	0.197123183	0.101215752	-0.13433252	0.186390927	-0.132334768	0.053452173	0.050702307	0.117882509	-0.428796817	0.051030003	-0.279642104	-0.116207078	-0.191729976	0.000293108	-0.019478392	-0.073402013	0.020522275	-0.039583528	0.055127527
61	-0.069875617	-0.103898899	-0.027942928	-0.140387782	-0.102714809	-0.055681184	0.03681246	-0.098916613	-0.111404501	0.065652458	-0.06597195	0.024073162	-0.033997707	0.140240561	-0.012957241	-0.018442188	0.218055121	0.106070789	0.050423878	-0.053420894	-0.068621893	-0.04239943	0.044029833	-0.076510095	0.048778734	-0.093964049	0.108565984	0.003867306	-0.057232115	0.049052259	-0.012103851	-0.039850207	-0.135203031	-0.009859443	-0.002519769	-0.082034555	-0.065910117	-0.083945649	-0.136686048	-0.087236973	-0.097217356	-0.067482416	-0.053679539	-0.000458542	0.066874569	-0.076609465	-0.010638269	0.069842527	0.014303812	0.020158826	0.184944939	0.044176297	0.165668216	0.111646406	0.153896179	0.096854049	0.050365792	0.225356611	0.109820344	0.178866626	0.696714787	0.092171992	0.157964404	0.17114122	-0.041842639	0.098006657	0.008519452	0.22958698	0.09219655	0.085734769	0.10957932	0.042882141	0.139538504	0.076489139	0.145879073	0.037318787	0.120735605	0.1801434	0.177594103	0.229771346	0.221876499	0.325360643	0.200668273	0.104084271	0.144276366	-0.057650854	-0.147843596	-0.108805041	-0.025552629	0.000939413	-0.052579384	-0.099736411	-0.102898169	-0.092156296	-0.195736743	-0.109735289	-0.085951764	-0.213047056	-0.226868343	0.032045024	-0.158749163	-0.035206302	-0.027764448	0.061868405	-0.141422425	0.040353419	0.005506621	0.012157961	-0.083062674	-0.068084653	-0.074525181	-0.038837521	-0.161592697	-0.077474595	-0.072834951	0.158378054	0.09097517	-0.088477344	0.162639942	-0.0102233	0.17378616	-0.035378292	0.061128057	-0.226409996	-0.067088872	-0.001929036	-0.026587923	-0.035160174	-0.09983433	-0.150006409	-0.087342993	0.001141874	-0.038696164	0.057116803	-0.083564109	0.06495589	-0.043257774	0.028666247	0.049880311	-0.039888111	-0.144410005	-0.205725866	-0.139331819	-0.026904571	-0.105913974	-0.218428447	0.061161518	-0.070526313	-0.044064628	-0.118488117	0.011134192	-0.011920142	-0.038200389	0.054153739	0.035221204	-0.04036369	0.050675994	-0.126607782	0.01872861	-0.016405162	-0.077645761	-0.050086788	0.099458084	-0.027051394	-0.112734554	-0.064981254	0.002039764	-0.039313294	-0.029362227	-0.086840616	-0.032700885	-0.017756004	-0.074004433	-0.0237616	-0.101450199	0.026989461	-0.039708239	0.21900929	-0.054245385	0.137303878	-0.022467556	0.054180472	-0.015843303	-0.119405321	-0.052109297	0.004321258	-0.019362319	0.045151374
62	-0.017030528	-0.029346387	0.018919463	-0.060950407	-0.052958285	-0.074495402	0.031288975	0.044939392	0.0380082	-0.069063476	-0.050564474	0.048165753	0.071026878	-0.041542699	-0.020092657	0.021493971	-0.065072979	-0.133563224	-0.03708067	0.08433792	0.024908287	-0.019273338	-0.084278649	-0.051181386	-0.04905797	0.000625342	-0.012885735	0.027870553	-0.017086716	-0.015122312	0.016022839	0.032206957	-0.065659643	-0.152313283	-0.031920634	-0.134129163	-0.098378465	-0.087872518	0.031444407	-0.042938909	-0.018852305	0.035983165	-0.034370185	0.048240328	-0.036344756	0.020109399	-0.000479006	0.008345384	0.00120586	0.0027678	-0.029520994	-0.049418965	-0.011392192	0.174947478	0.120518027	0.195548019	0.204182483	0.238711644	0.180984214	0.118404149	0.092171992	0.392844103	0.186430248	0.210452707	0.072166467	0.066599985	-0.015135177	-0.110758811	0.134185859	0.080831638	0.095854329	0.059452423	-0.011580394	0.116719036	0.011615787	0.233710597	0.101053252	0.032279194	0.154365159	0.081669829	0.036551548	-0.02148317	0.051857867	0.052580705	0.040050061	-0.15374633	-0.064995014	-0.134635872	-0.065777357	-0.151743629	-0.08170243	-0.128998666	-0.070050323	-0.130070774	-0.115569116	-0.161518134	-0.113903214	-0.213914372	-0.190822849	-0.169666972	-0.092893398	-0.092777102	-0.146326005	-0.074462995	0.075780628	-0.055135269	-0.014476494	-0.036896632	-0.021107598	-0.002422683	-0.088892044	0.013416701	-0.010931038	-0.049621774	-0.0317802	-0.073147116	-0.042228981	0.006060427	-0.120042038	-0.038907639	-0.123045696	0.021385203	-0.062931712	0.143829419	0.040596916	0.059870623	0.006946331	0.016195726	0.089883608	0.061993446	-0.070087439	-0.017778941	-0.013390431	-0.067177733	0.008041538	-0.025612052	0.041388678	-0.010284501	-0.042959558	-0.01048945	0.100233304	0.122479798	0.108280453	-0.065687329	-0.001730468	0.083935062	0.074582566	0.067976359	0.029224736	-0.001913817	0.101132818	0.022781888	0.098336576	-0.014271881	-0.003378912	0.035337371	0.004068277	0.065710103	0.05657379	0.016720435	0.014405604	-0.058747901	-0.114414376	0.023678968	-0.0092726	-0.007213293	0.022121862	0.003566125	-0.000888686	-0.002094145	0.031218834	0.041256544	0.043690072	0.085501916	0.047450023	0.008126315	0.033295632	-0.173990047	-0.036735008	-0.120881982	0.00130539	0.022499219	-0.046337621	-0.011983686	-0.060749354	0.011771002	-0.081270196	-0.059621129
63	-0.084713057	-0.066617032	-0.015802735	-0.06579923	0.032691056	-0.066353032	0.496572913	0.082651163	-0.06882296	-0.012240084	-0.158167352	-0.095512114	-0.117849662	-0.011873791	-0.161750812	-0.106369263	0.118654295	-0.068288743	-0.142733435	-0.040705171	-0.210314572	-0.113939271	-0.037097345	-0.218816815	-0.024242281	-0.022016669	0.057366941	-0.102037808	-0.064450104	-0.005942754	-0.054082003	0.03070116	0.030728291	-0.04451026	-0.038675048	-0.246850132	-0.078526818	-0.133965698	-0.080381007	-0.217414739	-0.102150702	-0.013973702	-0.072288126	0.041759671	-0.0749904	-0.057985014	-0.091058396	-0.143020299	-0.107353573	-0.000479111	0.096196983	-0.169347591	0.076661227	0.143961332	-0.055655054	0.291064043	0.298071498	0.79847698	0.081641426	-0.009615236	0.157964404	0.186430248	0.751232863	0.166654539	0.251232011	0.41136289	0.02410177	0.115749724	0.29142381	0.154830978	0.198501394	-0.123293061	-0.051189127	0.257736001	0.095689856	0.304963496	0.016586048	-0.022462934	0.496570654	0.308794348	0.124692894	0.147642954	-0.05013331	0.060768851	-0.06249798	-0.091331691	0.102447223	-0.115598058	0.071076209	-0.141969613	-0.049760729	-0.091774079	0.297317497	-0.138928511	-0.363026916	-0.03743529	0.052855276	-0.269102405	-0.119098981	-0.00358411	-0.239704261	-0.048840294	-0.048935743	0.029911429	0.012869809	0.093177099	-0.037094205	-0.062522209	-0.183168609	0.059026969	-0.20630349	-0.02921822	0.044545287	-0.029440868	-0.106613275	0.165445152	0.008069234	-0.092052818	0.077309024	0.026896463	0.23449167	0.152211235	-0.012624622	0.536885171	-0.037833069	0.034901255	0.02567204	-0.084017145	0.235042678	-0.035784785	-0.259125921	-0.023830745	-0.156809577	-0.060798733	-0.144096712	0.061959149	0.085073119	0.067597908	0.021335004	-0.017512338	-0.080232664	0.066545232	0.056408585	-0.186862204	-0.202057405	-0.007867374	0.177175835	0.12030648	-0.015322472	-0.167447703	-0.063300684	-0.198356362	-0.014651553	-0.022764521	-0.029971293	-0.145857784	-0.107846518	-0.052547142	-0.112424891	-0.048305259	-0.055464424	-0.054580439	0.041831828	-0.113041785	-0.225175865	-0.185520024	-0.096778403	-0.131846118	-0.112486533	-0.261412355	-0.018812829	0.121611333	-0.135998684	0.10289164	-0.105205229	-0.068174336	-0.040308384	0.195888146	-0.103637709	0.135352312	0.129202475	0.097332006	-0.080102956	-0.078065183	-0.072422919	-0.033845767	0.015023404	-0.004824584
64	-0.074361513	-0.091330396	-0.075575804	-0.138986038	-0.119917221	-0.113066827	-0.076779496	-0.035112368	-0.034470639	-0.12748445	-0.059324334	0.103190594	0.127557921	0.04468073	0.015609788	0.06639771	0.076156352	0.057583668	0.094769298	0.141365712	0.066300923	-0.001686481	-0.05066031	-0.063829828	0.028653606	-0.025511491	0.030562558	0.016706466	-0.008698711	0.010748403	0.081922141	0.02915386	-0.171025921	-0.144368505	-0.036560057	-0.102502737	-0.078541169	-0.119165709	-0.016460244	-0.017399852	-0.012327722	0.03365722	-0.024756145	0.048435836	-0.01102383	0.01542727	0.022215816	0.02536865	0.044342287	0.061230622	0.013127819	-0.003494336	0.0375408	0.218499621	0.183033591	0.088325983	0.17773288	0.115569751	0.258277351	0.192044448	0.17114122	0.210452707	0.166654539	0.394767604	-0.047957329	-0.019734519	-0.0102675	-0.007153778	0.088665551	0.11361018	0.100811036	0.067553172	0.030786642	0.062675463	0.047396822	0.141889644	0.14409533	0.119129114	0.173383769	0.146670085	0.135551422	0.124738138	0.108565113	0.053441201	0.126846645	-0.159426057	-0.141043918	-0.17509799	-0.084064905	-0.100616014	-0.131582552	-0.12522067	-0.185105866	-0.20817284	-0.173181559	-0.170431412	-0.173685799	-0.172213109	-0.214233043	-0.148182463	-0.168475719	-0.100535531	-0.142639596	-0.048144315	0.010618885	-0.017646421	0.002479185	0.019965054	-0.023458971	-0.046560866	-0.03094917	0.036890648	-0.050433105	-0.007474144	-0.026709838	-0.065954042	-0.020509968	-0.018576544	-0.056948055	-0.055881738	-0.125573582	-0.023486531	-0.018265624	-0.029134605	0.064965862	0.068180638	0.058582046	0.035229977	0.040899117	-0.016642945	-0.03320424	-0.024693306	-0.0423561	-0.040151112	0.025310794	-0.043324465	-0.03620672	-0.014615165	-0.019167944	-0.046342737	0.028214956	0.007788011	0.017862744	-0.064480952	-0.035181617	0.016382816	0.075565063	0.032711171	-0.002707944	0.013645197	0.14227094	0.03022353	0.152993706	0.039372573	0.030796501	0.030871844	0.00638646	0.067394331	0.040606884	-0.014622174	0.034332882	0.060671002	-0.063188786	0.106337819	0.016871278	0.00638921	0.091019074	-0.004039089	0.011976693	-0.019733307	0.028342005	-0.026336167	0.023169343	0.014027096	0.007213948	0.006058001	0.007344536	-0.152107125	-0.059962779	-0.115460768	-0.068563972	-0.062808039	-0.054184457	-0.143110984	-0.087581801	-0.011293357	-0.05379456	-0.04996235
65	0.167945972	0.229352669	0.263148136	0.300809023	0.391033066	0.234447504	0.062371113	0.132542219	0.104860753	0.068826853	-0.052999414	-0.277325137	-0.242034282	-0.303597047	-0.367618293	-0.223831101	-0.324987116	-0.451667798	-0.353584765	-0.22823106	-0.301673635	-0.224183017	-0.132806965	0.007185346	-0.0973425	0.119544844	-0.254443057	-0.062529481	-0.024462248	-0.0819125	-0.199647377	0.045024103	0.277769516	0.121634429	-0.153619165	-0.092330845	0.048360104	0.045074084	0.042559852	-0.194076536	-0.049724721	-0.160870783	-0.10480547	-0.18130749	-0.125924541	-0.028449582	-0.175588292	-0.215673954	-0.155974749	-0.161184274	-0.404479945	-0.122180953	-0.302569848	0.212413847	-0.139804089	0.37399606	0.228838362	0.368047086	0.040576562	-0.024333266	-0.041842639	0.072166467	0.251232011	-0.047957329	3.469251743	0.381221843	0.426096869	0.054654555	0.435016984	0.256851337	0.162012987	0.157259695	0.028353852	0.329871927	0.126983648	0.157209108	-0.075109829	-0.254588573	0.006325936	-0.10661786	-0.189530914	-0.266267031	-0.161107336	-0.088941301	-0.187996905	0.047795873	0.251872714	0.10596677	0.100804829	-0.190101755	0.041148751	-0.067965279	0.206984242	0.047330815	0.031394948	-0.033873691	0.189441708	0.151724362	0.280608833	0.032008464	0.298663862	0.019695289	0.080927724	-0.013332081	0.099508552	-0.115668241	-0.048219007	-0.096013469	-0.120641791	0.035157595	-0.193345534	-0.057605916	0.120364309	-0.001946992	-0.052150844	-0.11476303	-0.117199514	0.067988944	-0.121878242	-0.006600854	-0.038922715	-0.037477074	-0.070125478	0.318600567	-0.047763699	-0.006939433	-0.16093584	-0.201082939	0.089646949	0.157088951	-0.167105532	0.062404	0.076956848	-0.028171223	-0.043470042	-0.004111815	0.190763889	0.085070861	0.030503034	0.162931989	0.081583746	0.171115519	0.174009779	-0.112368932	0.041228881	0.104572379	-0.018262902	0.073980228	-0.055113681	-0.051788603	-0.238197307	-0.269777403	-0.232708099	-0.111024408	-0.163341692	-0.243489722	-0.157741853	-0.014446915	-0.065826362	-0.007199603	-0.118133969	-0.106361677	-0.394256842	-0.092387899	-0.160153833	-0.054279692	-0.195474612	-0.068153551	-0.184286516	-0.246685946	-0.216620567	-0.102836501	-0.13055368	-0.129400468	-0.113776617	-0.180814333	-0.159164285	-0.085565196	0.047839486	-0.04212202	0.170428579	0.090389797	0.01869109	0.223383917	0.180615679	-0.015760961	0.121899946	0.029258629
